agent_id,customer_id,customer_phone,amount,timestamp,payment_method,remittance_status,branch
AGT024,CUST0036,+233324191403,941.37,2026-01-24 09:45:04,cash,remitted,Takoradi
AGT023,CUST0232,+233723332500,47.09,2026-04-07 01:20:02,momo,remitted,Takoradi
AGT032,CUST0229,+233882516763,181.57,2026-05-20 08:31:12,cash,remitted,Takoradi
AGT037,CUST0353,+233955623093,532.01,2026-04-22 15:14:29,bank_transfer,missed,Tamale
AGT012,CUST0164,+233440055104,75.15,2026-01-18 11:06:28,cash,remitted,Tamale
AGT049,CUST0387,+233702218851,1270.12,2026-02-09 03:05:01,cash,remitted,Kumasi
AGT013,CUST0073,+233466538260,864.27,2026-05-24 02:39:36,momo,remitted,Takoradi
AGT023,CUST0136,+233260673019,1105.33,2026-05-18 16:39:20,momo,remitted,Cape_Coast
AGT025,CUST0353,+233284713450,365.8,2026-04-05 11:39:34,cash,remitted,Accra
AGT035,CUST0379,+233605886946,605.95,2026-03-25 20:04:40,momo,remitted,Kumasi
AGT041,CUST0070,+233816686860,1334.37,2026-04-12 20:35:46,cash,remitted,Accra
AGT030,CUST0425,+233349503032,1931.3,2026-01-10 06:47:06,bank_transfer,remitted,Accra
AGT017,CUST0487,+233414861616,119.83,2026-03-09 19:41:43,momo,remitted,Takoradi
AGT049,CUST0196,+233578941301,1782.96,2026-04-11 11:59:31,cash,remitted,Cape_Coast
AGT020,CUST0269,+233237504821,1162.22,2026-03-22 03:08:57,momo,pending,Accra
AGT048,CUST0049,+233168126345,1136.56,2026-01-31 02:27:12,cash,remitted,Accra
AGT025,CUST0316,+233288144180,1010.55,2026-05-23 15:35:25,cash,remitted,Kumasi
AGT022,CUST0130,+233175559979,157.4,2026-06-19 23:08:52,bank_transfer,remitted,Cape_Coast
AGT013,CUST0444,+233528924718,197.96,2026-06-02 13:21:31,momo,remitted,Cape_Coast
AGT019,CUST0005,+233467134772,1209.81,2026-02-01 20:57:07,cash,missed,Accra
AGT049,CUST0428,+233907644745,695.1,2026-03-06 00:27:08,cash,remitted,Cape_Coast
AGT036,CUST0027,+233163107629,1836.19,2026-06-11 09:36:44,cash,remitted,Kumasi
AGT012,CUST0160,+233654454692,825.05,2025-12-27 04:56:11,bank_transfer,remitted,Kumasi
AGT041,CUST0149,+233791784805,303.7,2026-01-23 13:21:35,cash,remitted,Kumasi
AGT019,CUST0264,+233475146263,1435.14,2026-06-15 03:37:57,cash,remitted,Takoradi
AGT012,CUST0230,+233479096833,600.84,2026-01-15 21:41:51,cash,remitted,Accra
AGT009,CUST0200,+233183011541,1060.43,2026-03-20 07:53:44,cash,remitted,Cape_Coast
AGT007,CUST0050,+233999293008,1401.71,2026-03-08 09:39:53,cash,missed,Kumasi
AGT028,CUST0067,+233634158179,1802.52,2025-12-26 20:14:28,cash,remitted,Accra
AGT014,CUST0300,+233954036877,1588.54,2025-12-31 11:22:50,cash,remitted,Accra
AGT031,CUST0381,+233802839945,1359.19,2026-02-23 08:25:17,cash,missed,Takoradi
AGT019,CUST0058,+233234955682,1365.67,2026-05-01 22:59:40,bank_transfer,pending,Cape_Coast
AGT047,CUST0259,+233762669422,1892.93,2026-01-02 13:02:47,cash,remitted,Cape_Coast
AGT016,CUST0342,+233444640101,605.73,2025-12-25 20:19:50,momo,remitted,Kumasi
AGT005,CUST0326,+233232876304,22.2,2026-03-30 21:26:00,momo,pending,Kumasi
AGT035,CUST0130,+233770297867,558.47,2026-06-01 22:21:37,momo,remitted,Accra
AGT012,CUST0215,+233508587445,451.42,2026-04-27 12:45:10,bank_transfer,remitted,Cape_Coast
AGT025,CUST0172,+233171619443,1330.43,2026-05-13 13:31:29,cash,pending,Cape_Coast
AGT021,CUST0258,+233142622487,1274.75,2026-06-16 05:29:34,cash,remitted,Kumasi
AGT036,CUST0102,+233648239768,1195.05,2026-02-05 08:22:56,cash,remitted,Tamale
AGT023,CUST0209,+233278914681,52.16,2026-02-07 06:26:31,cash,remitted,Accra
AGT016,CUST0291,+233181743035,1462.98,2026-04-27 08:26:35,momo,remitted,Cape_Coast
AGT039,CUST0354,+233734141529,660.59,2026-06-18 15:33:20,momo,missed,Takoradi
AGT045,CUST0471,+233862538213,1336.81,2026-01-07 14:10:16,bank_transfer,remitted,Takoradi
AGT042,CUST0286,+233152866880,1122.03,2026-03-10 15:36:48,cash,missed,Tamale
AGT039,CUST0116,+233365703251,698.61,2026-03-25 15:18:22,bank_transfer,remitted,Kumasi
AGT014,CUST0264,+233980119926,286.46,2026-04-10 04:49:50,cash,remitted,Kumasi
AGT031,CUST0150,+233203042203,206.95,2026-04-30 15:02:12,cash,remitted,Kumasi
AGT005,CUST0300,+233174099471,1666.41,2026-01-18 19:22:30,cash,pending,Takoradi
AGT035,CUST0442,+233198447022,1838.43,2026-02-20 07:58:04,momo,missed,Kumasi
AGT023,CUST0036,+233191465831,1306.58,2026-03-09 06:19:19,cash,remitted,Takoradi
AGT029,CUST0453,+233664866651,224.8,2026-05-29 20:55:32,bank_transfer,remitted,Tamale
AGT043,CUST0333,+233560117963,816.01,2026-05-24 08:28:32,bank_transfer,remitted,Accra
AGT011,CUST0477,+233639234074,1463.3,2026-04-07 08:41:27,bank_transfer,pending,Cape_Coast
AGT018,CUST0287,+233423649013,1564.05,2026-03-31 02:40:35,cash,remitted,Tamale
AGT047,CUST0303,+233172789684,254.07,2026-05-08 19:38:13,bank_transfer,remitted,Takoradi
AGT012,CUST0311,+233428070825,20.06,2025-12-24 04:52:54,momo,remitted,Tamale
AGT009,CUST0208,+233186578874,1430.03,2026-05-08 13:20:04,cash,remitted,Cape_Coast
AGT010,CUST0106,+233669428142,726.06,2026-03-07 08:21:46,cash,remitted,Accra
AGT044,CUST0446,+233345481181,523.87,2026-01-20 01:47:44,cash,remitted,Cape_Coast
AGT017,CUST0158,+233605662184,45.54,2026-02-24 14:12:57,cash,pending,Takoradi
AGT038,CUST0121,+233616286113,1089.79,2026-03-11 14:18:27,momo,remitted,Cape_Coast
AGT007,CUST0055,+233880563876,1705.28,2026-02-06 17:07:37,bank_transfer,remitted,Tamale
AGT046,CUST0400,+233166927749,1916.11,2026-05-05 22:01:19,cash,remitted,Kumasi
AGT013,CUST0012,+233896749190,1140.18,2026-06-20 17:04:14,momo,remitted,Tamale
AGT040,CUST0145,+233175386847,1038.63,2026-02-15 22:22:50,bank_transfer,pending,Takoradi
AGT042,CUST0400,+233452614111,188.41,2026-05-27 09:06:17,cash,remitted,Accra
AGT009,CUST0396,+233286009076,1106.77,2026-06-07 21:18:07,bank_transfer,remitted,Cape_Coast
AGT050,CUST0136,+233494293912,772.36,2026-05-26 14:45:49,momo,remitted,Accra
AGT027,CUST0468,+233199393568,1222.13,2025-12-27 23:20:55,momo,remitted,Takoradi
AGT002,CUST0003,+233177139897,789.68,2026-05-20 17:07:31,cash,remitted,Cape_Coast
AGT005,CUST0144,+233521317363,495.79,2025-12-30 22:43:46,momo,remitted,Tamale
AGT029,CUST0030,+233709283896,208.03,2026-01-11 00:50:34,cash,remitted,Tamale
AGT037,CUST0237,+233622866301,643.54,2026-02-27 18:02:55,momo,pending,Takoradi
AGT038,CUST0279,+233403437835,211.36,2026-05-12 13:25:31,cash,remitted,Cape_Coast
AGT019,CUST0348,+233105813775,370.26,2026-06-12 14:02:47,bank_transfer,remitted,Tamale
AGT008,CUST0115,+233392455119,1974.93,2026-05-30 16:40:26,cash,pending,Takoradi
AGT048,CUST0104,+233313891626,899.33,2026-01-12 21:18:58,cash,remitted,Takoradi
AGT045,CUST0118,+233800111220,1073.11,2026-05-19 15:08:56,momo,remitted,Accra
AGT001,CUST0005,+233729035491,1749.76,2026-03-29 04:39:35,cash,remitted,Tamale
AGT022,CUST0468,+233307799244,1991.23,2026-02-28 19:30:44,momo,remitted,Cape_Coast
AGT017,CUST0360,+233655146467,1173.77,2026-03-28 07:52:47,bank_transfer,remitted,Tamale
AGT007,CUST0248,+233516873070,1628.7,2026-02-22 19:48:50,momo,remitted,Tamale
AGT025,CUST0364,+233854110770,667.34,2026-06-01 06:23:44,cash,pending,Tamale
AGT045,CUST0321,+233201339592,625.37,2025-12-26 20:05:12,momo,remitted,Takoradi
AGT004,CUST0121,+233301705631,817.35,2026-05-25 14:24:05,momo,remitted,Kumasi
AGT036,CUST0286,+233738062922,1351.56,2026-05-12 07:19:23,momo,remitted,Kumasi
AGT006,CUST0149,+233442579975,1370.74,2026-06-05 10:35:18,cash,remitted,Accra
AGT031,CUST0084,+233242586080,644.17,2026-01-12 08:44:41,cash,remitted,Tamale
AGT019,CUST0454,+233555896022,283.76,2026-05-03 15:13:05,momo,remitted,Kumasi
AGT044,CUST0406,+233230464472,1272.14,2026-04-18 15:37:51,cash,remitted,Accra
AGT039,CUST0466,+233276713207,274.09,2026-01-24 14:16:29,cash,pending,Takoradi
AGT027,CUST0456,+233993334983,1165.42,2026-03-26 15:14:23,cash,remitted,Tamale
AGT010,CUST0231,+233989465900,1392.98,2025-12-26 10:43:13,momo,pending,Cape_Coast
AGT026,CUST0288,+233735677909,1407.21,2026-02-14 21:05:55,bank_transfer,missed,Takoradi
AGT019,CUST0161,+233754242874,1511.87,2026-03-24 19:16:34,momo,remitted,Accra
AGT039,CUST0272,+233327271299,1748.26,2026-05-20 17:40:27,cash,pending,Takoradi
AGT003,CUST0460,+233741905255,1009.92,2026-06-17 03:38:03,cash,pending,Cape_Coast
AGT045,CUST0038,+233382157250,1465.89,2026-02-17 16:27:52,bank_transfer,remitted,Takoradi
AGT013,CUST0500,+233904784284,1245.96,2026-03-09 02:51:46,bank_transfer,missed,Accra
AGT050,CUST0226,+233543634913,389.55,2026-06-13 19:34:50,bank_transfer,remitted,Cape_Coast
AGT028,CUST0142,+233356480379,70.87,2026-02-25 01:21:33,momo,remitted,Cape_Coast
AGT020,CUST0292,+233837197995,583.39,2026-02-08 09:51:52,cash,pending,Takoradi
AGT028,CUST0481,+233348440025,897.21,2026-01-22 00:07:34,momo,remitted,Cape_Coast
AGT008,CUST0151,+233453083907,1241.87,2026-01-28 09:58:05,cash,remitted,Takoradi
AGT041,CUST0114,+233992450393,1702.92,2026-03-23 10:43:41,cash,remitted,Tamale
AGT039,CUST0237,+233927744648,408.57,2026-06-17 00:12:33,momo,pending,Cape_Coast
AGT001,CUST0066,+233251137924,268.59,2026-04-04 20:09:44,cash,pending,Takoradi
AGT003,CUST0361,+233232015927,1927.69,2026-05-28 09:29:48,cash,remitted,Tamale
AGT013,CUST0341,+233748356819,233.93,2026-05-20 09:05:23,cash,missed,Cape_Coast
AGT028,CUST0258,+233291050161,967.41,2026-03-22 20:56:38,cash,remitted,Tamale
AGT049,CUST0475,+233721014346,1179.42,2026-04-18 01:12:33,bank_transfer,remitted,Cape_Coast
AGT025,CUST0249,+233363253791,1091.92,2026-03-05 11:53:27,cash,remitted,Accra
AGT033,CUST0457,+233424721179,190.34,2026-02-03 19:18:35,cash,pending,Accra
AGT038,CUST0449,+233215654933,132.91,2026-03-07 22:59:13,cash,remitted,Takoradi
AGT006,CUST0331,+233596845032,228.86,2025-12-28 09:53:59,cash,remitted,Kumasi
AGT044,CUST0323,+233980387600,1179.46,2026-03-17 22:26:24,cash,pending,Accra
AGT045,CUST0180,+233941096683,1097.8,2026-04-26 09:43:12,momo,missed,Kumasi
AGT032,CUST0190,+233614256070,482.81,2026-04-30 22:16:13,cash,remitted,Tamale
AGT045,CUST0407,+233704744041,1282.79,2026-03-24 00:59:48,momo,remitted,Tamale
AGT047,CUST0154,+233727387832,1643.73,2026-04-04 12:37:28,bank_transfer,missed,Kumasi
AGT021,CUST0196,+233625762585,102.33,2026-01-09 21:52:18,momo,missed,Takoradi
AGT016,CUST0466,+233517446936,1006.3,2026-01-30 06:57:25,cash,remitted,Cape_Coast
AGT021,CUST0311,+233234526345,1384.83,2025-12-31 18:27:07,cash,pending,Kumasi
AGT011,CUST0262,+233379804410,519.58,2025-12-30 11:37:37,bank_transfer,pending,Kumasi
AGT037,CUST0419,+233436289068,629.39,2026-06-16 19:05:22,momo,missed,Kumasi
AGT036,CUST0406,+233212688466,1235.0,2026-04-07 13:23:45,momo,pending,Kumasi
AGT035,CUST0427,+233731200010,1797.91,2026-03-25 20:14:41,bank_transfer,remitted,Kumasi
AGT019,CUST0143,+233362524596,1623.65,2026-01-06 00:46:52,bank_transfer,remitted,Takoradi
AGT020,CUST0342,+233217103047,1174.6,2026-03-17 08:49:36,bank_transfer,remitted,Accra
AGT018,CUST0316,+233683920999,1465.84,2026-02-07 18:08:49,momo,remitted,Cape_Coast
AGT047,CUST0101,+233771822915,742.35,2026-03-25 14:01:00,cash,pending,Accra
AGT041,CUST0244,+233693417198,1289.11,2026-06-19 19:39:32,bank_transfer,missed,Kumasi
AGT049,CUST0490,+233803863646,943.04,2026-03-08 19:24:32,momo,remitted,Accra
AGT014,CUST0012,+233847883931,396.07,2026-03-18 15:19:24,cash,remitted,Takoradi
AGT015,CUST0239,+233713402570,1409.44,2026-05-15 11:34:16,momo,remitted,Tamale
AGT031,CUST0049,+233142541546,1121.8,2026-06-02 10:38:08,momo,remitted,Accra
AGT001,CUST0042,+233357097536,730.07,2026-06-06 20:05:27,bank_transfer,remitted,Cape_Coast
AGT003,CUST0166,+233508847408,1824.45,2026-05-25 06:43:05,momo,remitted,Takoradi
AGT016,CUST0082,+233947806126,61.45,2026-06-12 17:24:42,cash,remitted,Tamale
AGT023,CUST0429,+233819346227,645.23,2026-04-05 03:04:38,bank_transfer,remitted,Takoradi
AGT011,CUST0291,+233475123045,132.63,2026-05-07 10:30:48,momo,remitted,Kumasi
AGT012,CUST0158,+233273965527,1537.72,2025-12-26 22:37:05,momo,pending,Tamale
AGT010,CUST0216,+233266700600,1410.17,2026-01-23 13:56:59,cash,remitted,Cape_Coast
AGT032,CUST0490,+233701901614,676.08,2026-01-29 10:16:04,cash,remitted,Tamale
AGT016,CUST0158,+233360399262,1357.81,2026-06-04 17:39:52,momo,remitted,Cape_Coast
AGT008,CUST0462,+233992156392,803.96,2026-05-13 21:27:56,cash,remitted,Kumasi
AGT038,CUST0134,+233916042669,1517.38,2025-12-24 17:05:24,cash,pending,Cape_Coast
AGT012,CUST0067,+233367160817,919.28,2026-01-04 20:24:44,momo,remitted,Takoradi
AGT024,CUST0336,+233916458521,836.31,2026-03-01 05:01:32,cash,missed,Accra
AGT028,CUST0007,+233732661744,1870.77,2026-01-21 06:28:44,cash,remitted,Takoradi
AGT008,CUST0436,+233875700337,516.74,2026-02-19 16:49:12,cash,remitted,Takoradi
AGT028,CUST0014,+233133679364,258.49,2026-03-23 21:49:47,cash,remitted,Tamale
AGT036,CUST0073,+233662304819,1177.4,2026-04-18 01:29:58,momo,pending,Kumasi
AGT026,CUST0399,+233949000906,1939.26,2026-02-10 12:12:47,cash,remitted,Accra
AGT008,CUST0405,+233291400183,768.12,2026-06-03 09:36:20,cash,missed,Cape_Coast
AGT050,CUST0163,+233676706101,142.83,2026-06-10 04:58:23,momo,remitted,Tamale
AGT028,CUST0066,+233811427744,691.82,2026-05-29 01:40:27,bank_transfer,remitted,Kumasi
AGT028,CUST0347,+233993070257,1021.74,2026-01-04 10:31:14,momo,pending,Accra
AGT037,CUST0130,+233322980517,340.61,2026-05-11 19:51:55,cash,missed,Takoradi
AGT041,CUST0419,+233227387546,1323.04,2026-05-03 00:03:06,cash,remitted,Kumasi
AGT036,CUST0466,+233147623905,1995.54,2026-04-08 14:08:48,bank_transfer,remitted,Kumasi
AGT027,CUST0206,+233547826655,914.44,2026-06-09 07:37:45,cash,remitted,Kumasi
AGT017,CUST0276,+233102592316,722.36,2026-03-21 04:12:05,momo,remitted,Takoradi
AGT009,CUST0466,+233955004281,813.39,2026-03-30 10:37:01,cash,missed,Cape_Coast
AGT033,CUST0256,+233871463444,247.99,2026-04-05 00:26:33,cash,remitted,Tamale
AGT020,CUST0266,+233427444932,1768.88,2026-03-17 00:26:00,momo,remitted,Cape_Coast
AGT013,CUST0025,+233619298437,841.35,2026-05-20 18:36:29,momo,missed,Accra
AGT028,CUST0450,+233206102053,786.8,2026-04-02 09:27:07,momo,pending,Tamale
AGT048,CUST0281,+233867340093,1326.19,2026-03-28 02:59:51,cash,remitted,Accra
AGT029,CUST0253,+233344664917,895.23,2026-06-20 14:09:29,cash,missed,Takoradi
AGT013,CUST0310,+233146619069,1303.5,2026-05-27 14:50:59,momo,remitted,Cape_Coast
AGT046,CUST0289,+233301260621,141.66,2025-12-31 19:26:38,momo,remitted,Kumasi
AGT035,CUST0164,+233300047305,1631.17,2026-06-17 13:31:12,cash,missed,Tamale
AGT006,CUST0095,+233874416685,1882.2,2026-04-04 19:42:01,cash,remitted,Kumasi
AGT018,CUST0270,+233885188748,1304.56,2026-05-12 16:15:17,cash,remitted,Accra
AGT005,CUST0321,+233995921374,1910.04,2026-01-04 02:31:11,bank_transfer,remitted,Kumasi
AGT047,CUST0110,+233288548829,319.84,2026-01-27 18:14:00,momo,pending,Kumasi
AGT025,CUST0336,+233361453826,965.28,2026-05-05 04:24:32,bank_transfer,remitted,Takoradi
AGT002,CUST0310,+233811889885,1211.58,2026-06-10 05:11:27,cash,remitted,Takoradi
AGT010,CUST0238,+233589461253,1171.84,2026-03-31 18:28:12,bank_transfer,remitted,Cape_Coast
AGT030,CUST0381,+233939844956,814.89,2026-01-16 04:20:47,cash,remitted,Accra
AGT050,CUST0436,+233998444715,689.41,2026-03-05 04:40:03,momo,remitted,Takoradi
AGT045,CUST0387,+233734257900,271.11,2026-05-08 15:46:00,momo,missed,Takoradi
AGT005,CUST0483,+233314658282,795.65,2026-06-11 15:56:26,cash,remitted,Cape_Coast
AGT033,CUST0425,+233848823147,342.07,2025-12-24 13:15:19,cash,remitted,Tamale
AGT001,CUST0390,+233502222240,1474.04,2026-02-25 02:09:32,cash,remitted,Cape_Coast
AGT018,CUST0025,+233688406480,433.49,2026-01-09 06:03:23,cash,remitted,Kumasi
AGT032,CUST0141,+233285297228,135.96,2026-06-09 07:57:38,momo,missed,Kumasi
AGT047,CUST0117,+233216963377,1113.68,2026-03-03 18:03:14,momo,remitted,Takoradi
AGT049,CUST0482,+233545752842,1198.55,2026-06-18 22:22:07,momo,remitted,Takoradi
AGT011,CUST0392,+233709276766,1746.39,2026-06-16 07:31:43,momo,remitted,Cape_Coast
AGT021,CUST0405,+233783388395,1162.42,2026-06-13 20:06:40,momo,remitted,Cape_Coast
AGT026,CUST0482,+233567693224,704.05,2026-05-03 07:01:15,cash,remitted,Accra
AGT025,CUST0452,+233945789455,1609.96,2026-03-26 10:00:57,cash,pending,Kumasi
AGT022,CUST0025,+233686428995,1089.75,2026-01-27 23:52:14,bank_transfer,remitted,Cape_Coast
AGT027,CUST0079,+233965134434,176.97,2026-04-19 05:59:50,cash,pending,Tamale
AGT049,CUST0068,+233772910007,1140.38,2025-12-29 17:04:29,momo,remitted,Accra
AGT013,CUST0173,+233971964346,1817.88,2025-12-27 03:26:23,cash,remitted,Cape_Coast
AGT033,CUST0444,+233196807357,804.7,2026-01-10 05:58:47,momo,remitted,Takoradi
AGT034,CUST0012,+233398671096,606.73,2026-06-03 01:34:33,momo,pending,Cape_Coast
AGT041,CUST0288,+233140981642,304.07,2026-02-06 13:21:08,cash,remitted,Takoradi
AGT035,CUST0128,+233997491300,319.86,2026-01-20 09:48:14,cash,remitted,Takoradi
AGT001,CUST0096,+233903141208,876.89,2026-01-04 10:30:53,momo,remitted,Kumasi
AGT021,CUST0092,+233827513361,1199.45,2026-06-12 07:26:25,cash,pending,Kumasi
AGT048,CUST0141,+233501841170,179.62,2026-04-05 20:40:39,cash,remitted,Cape_Coast
AGT006,CUST0031,+233856324310,1880.35,2026-05-04 19:43:02,momo,remitted,Cape_Coast
AGT028,CUST0334,+233413882934,1515.16,2026-04-22 02:13:55,cash,pending,Tamale
AGT017,CUST0020,+233625460341,1181.52,2026-02-16 06:45:25,bank_transfer,pending,Accra
AGT005,CUST0146,+233155961553,1660.31,2026-03-21 23:31:28,momo,remitted,Accra
AGT031,CUST0477,+233160945797,178.77,2026-02-02 09:32:06,cash,remitted,Cape_Coast
AGT005,CUST0316,+233916506115,964.14,2026-05-27 17:03:17,momo,remitted,Kumasi
AGT038,CUST0447,+233440984427,1267.58,2026-04-15 18:24:57,momo,remitted,Tamale
AGT003,CUST0390,+233282944626,1660.73,2026-02-02 23:17:52,cash,missed,Accra
AGT023,CUST0160,+233778170170,1571.27,2026-04-21 09:14:37,cash,remitted,Cape_Coast
AGT037,CUST0349,+233551147900,568.6,2026-03-04 14:23:49,cash,pending,Kumasi
AGT037,CUST0043,+233931941985,1882.94,2026-05-20 10:00:50,cash,remitted,Kumasi
AGT010,CUST0254,+233951739920,266.2,2026-03-16 18:16:42,cash,remitted,Kumasi
AGT010,CUST0130,+233723654698,1752.76,2026-02-08 20:57:35,cash,remitted,Takoradi
AGT019,CUST0060,+233192168436,1942.46,2026-03-11 07:53:48,cash,missed,Kumasi
AGT017,CUST0151,+233971435087,370.76,2026-03-07 01:47:42,momo,remitted,Cape_Coast
AGT021,CUST0467,+233131397110,1449.69,2026-04-26 09:47:23,momo,remitted,Tamale
AGT014,CUST0287,+233713294599,99.77,2026-04-25 19:05:24,momo,remitted,Cape_Coast
AGT009,CUST0499,+233794373516,822.74,2026-03-19 14:15:33,momo,missed,Kumasi
AGT046,CUST0005,+233547629673,1042.24,2026-05-17 00:53:19,momo,pending,Tamale
AGT001,CUST0467,+233199166685,1169.68,2026-02-19 17:41:06,momo,remitted,Accra
AGT045,CUST0418,+233357697763,1873.16,2026-06-19 22:22:36,momo,remitted,Accra
AGT013,CUST0266,+233703937600,1351.06,2026-02-17 12:09:55,cash,missed,Cape_Coast
AGT004,CUST0345,+233994361002,972.93,2026-05-04 09:07:50,bank_transfer,pending,Tamale
AGT001,CUST0130,+233815543590,1623.16,2026-01-14 02:19:37,cash,remitted,Cape_Coast
AGT049,CUST0382,+233234642256,1902.05,2026-06-15 16:10:31,cash,remitted,Tamale
AGT040,CUST0267,+233798790074,63.69,2026-01-31 21:04:18,momo,remitted,Tamale
AGT032,CUST0178,+233379539287,1965.39,2026-05-28 10:50:00,cash,remitted,Cape_Coast
AGT034,CUST0253,+233158321649,190.54,2026-03-10 12:58:25,cash,pending,Tamale
AGT028,CUST0415,+233192886869,1632.49,2026-05-14 13:38:42,momo,remitted,Kumasi
AGT031,CUST0056,+233551860572,575.06,2026-01-14 05:49:54,momo,remitted,Tamale
AGT008,CUST0463,+233542657835,281.72,2026-03-27 19:39:14,momo,remitted,Tamale
AGT039,CUST0457,+233151982472,890.91,2026-02-13 06:18:23,momo,pending,Cape_Coast
AGT026,CUST0471,+233466823844,1295.03,2026-02-13 22:13:52,cash,remitted,Accra
AGT034,CUST0083,+233138819913,774.28,2026-01-11 23:47:22,cash,remitted,Takoradi
AGT003,CUST0393,+233247836451,128.04,2026-01-14 07:05:47,momo,remitted,Tamale
AGT050,CUST0099,+233559687524,1206.93,2026-03-20 00:16:32,cash,remitted,Takoradi
AGT012,CUST0149,+233645398747,1806.76,2026-05-24 15:42:52,momo,remitted,Tamale
AGT001,CUST0329,+233856747775,778.77,2026-02-08 21:58:27,cash,pending,Cape_Coast
AGT044,CUST0156,+233323296667,448.34,2026-04-21 22:43:59,cash,remitted,Cape_Coast
AGT005,CUST0190,+233335162878,896.3,2026-03-29 17:58:18,momo,remitted,Tamale
AGT030,CUST0494,+233677087658,115.76,2026-03-10 09:36:08,momo,remitted,Cape_Coast
AGT030,CUST0371,+233297812180,1644.57,2026-01-02 19:45:35,momo,remitted,Cape_Coast
AGT017,CUST0263,+233349448617,1656.15,2026-03-30 08:24:08,cash,remitted,Tamale
AGT048,CUST0080,+233407820283,1184.24,2026-05-01 21:49:08,cash,remitted,Accra
AGT047,CUST0400,+233864023655,719.14,2026-01-23 01:08:25,cash,remitted,Tamale
AGT023,CUST0252,+233521087553,1603.57,2026-06-08 13:47:30,cash,remitted,Accra
AGT015,CUST0097,+233163065654,1118.28,2026-03-19 14:36:17,cash,pending,Cape_Coast
AGT037,CUST0260,+233350291119,1655.35,2026-05-27 05:21:49,cash,remitted,Accra
AGT021,CUST0260,+233509736794,1270.29,2026-04-10 09:50:23,momo,remitted,Cape_Coast
AGT014,CUST0103,+233116411413,1573.12,2026-06-08 02:21:32,cash,remitted,Accra
AGT002,CUST0040,+233867519332,1205.15,2026-06-05 13:06:16,momo,missed,Accra
AGT011,CUST0273,+233225283192,840.0,2026-05-23 11:54:56,bank_transfer,remitted,Tamale
AGT039,CUST0101,+233756118108,1916.73,2026-04-06 05:07:37,cash,pending,Accra
AGT038,CUST0359,+233721236075,1091.41,2026-02-09 22:04:44,cash,remitted,Cape_Coast
AGT034,CUST0380,+233797648780,1218.08,2026-06-11 16:48:11,cash,pending,Tamale
AGT038,CUST0308,+233101901740,456.57,2026-04-22 09:10:37,momo,remitted,Accra
AGT050,CUST0221,+233608964873,1258.79,2026-02-25 06:09:45,cash,remitted,Tamale
AGT034,CUST0308,+233750185443,1151.78,2026-02-18 10:18:09,cash,remitted,Takoradi
AGT018,CUST0420,+233267009544,385.98,2026-03-18 06:00:45,momo,remitted,Tamale
AGT030,CUST0124,+233760596149,137.98,2026-05-30 23:34:31,cash,missed,Takoradi
AGT015,CUST0422,+233734953463,1216.63,2026-03-22 03:53:28,momo,remitted,Takoradi
AGT027,CUST0231,+233828130202,1532.11,2026-02-13 05:16:23,momo,missed,Tamale
AGT034,CUST0178,+233979811105,1056.33,2026-06-11 01:50:20,momo,remitted,Cape_Coast
AGT038,CUST0063,+233292892575,469.01,2026-05-17 19:38:19,cash,remitted,Cape_Coast
AGT033,CUST0485,+233154633048,1339.71,2026-02-27 01:53:38,bank_transfer,remitted,Cape_Coast
AGT024,CUST0116,+233147278684,178.61,2026-03-16 08:44:38,momo,remitted,Kumasi
AGT015,CUST0191,+233622800880,894.83,2026-01-03 05:06:06,cash,missed,Takoradi
AGT030,CUST0062,+233681726018,343.47,2026-02-15 03:35:34,cash,remitted,Tamale
AGT042,CUST0256,+233711853267,385.23,2026-01-23 11:11:49,cash,remitted,Cape_Coast
AGT017,CUST0483,+233489646739,420.54,2026-05-29 02:59:29,momo,missed,Cape_Coast
AGT005,CUST0007,+233118317940,785.68,2026-04-07 12:37:55,momo,remitted,Tamale
AGT029,CUST0155,+233240093021,121.28,2026-03-30 01:36:39,momo,remitted,Takoradi
AGT004,CUST0092,+233823386018,807.63,2026-04-09 02:44:10,bank_transfer,remitted,Tamale
AGT010,CUST0470,+233347832162,1033.18,2026-04-01 20:08:08,cash,remitted,Kumasi
AGT017,CUST0014,+233962981744,976.92,2026-01-28 12:16:46,cash,remitted,Kumasi
AGT010,CUST0455,+233934792806,777.91,2026-05-14 13:43:59,bank_transfer,remitted,Tamale
AGT017,CUST0229,+233431239002,1681.51,2026-04-17 05:27:50,momo,remitted,Takoradi
AGT020,CUST0086,+233209727577,307.75,2026-04-22 11:42:51,cash,pending,Cape_Coast
AGT024,CUST0133,+233560081869,1021.28,2026-03-01 21:23:34,momo,remitted,Kumasi
AGT005,CUST0183,+233624155920,142.84,2026-03-01 07:57:20,bank_transfer,missed,Kumasi
AGT034,CUST0386,+233261272081,160.89,2026-03-29 12:16:42,momo,remitted,Takoradi
AGT006,CUST0062,+233104300915,1156.25,2026-01-25 06:45:08,momo,remitted,Kumasi
AGT002,CUST0219,+233685503580,1140.72,2026-05-31 04:34:20,momo,remitted,Kumasi
AGT013,CUST0405,+233375195859,1758.51,2026-01-05 08:54:35,cash,remitted,Takoradi
AGT043,CUST0246,+233417145780,1124.59,2026-02-18 13:03:00,momo,remitted,Tamale
AGT043,CUST0230,+233566340954,1920.39,2026-01-07 13:17:17,cash,pending,Cape_Coast
