agent_id,customer_id,customer_phone,amount,timestamp,payment_method,remittance_status,branch,language_pref,remittance_delay_hours,cash_ratio,deviation_from_agent_mean,missed_consecutive_count,is_fraud
AGT047,CUST0017,+233974362470,1136.51,2026-06-09 11:37:22,bank_transfer,remitted,Kumasi,dagbani,0,0.5,164.44,0,0
AGT036,CUST0133,+233332781733,537.1,2026-07-26 18:50:53,momo,missed,Takoradi,english,314,0.4872,-485.68,1,0
AGT047,CUST0148,+233143338836,1396.01,2026-02-17 00:16:36,cash,remitted,Takoradi,twi,0,0.5,423.94,0,0
AGT022,CUST0277,+233331681340,1143.43,2026-03-19 05:14:26,momo,remitted,Takoradi,twi,0,0.5366,191.42,0,0
AGT034,CUST0232,+233905228755,1596.56,2026-04-30 20:24:55,momo,remitted,Accra,twi,0,0.5581,602.47,0,0
AGT047,CUST0314,+233670089855,1475.35,2026-07-11 17:01:29,cash,remitted,Tamale,dagbani,0,0.5,503.28,0,0
AGT008,CUST0415,+233106330034,1228.01,2026-07-15 09:38:12,momo,pending,Cape_Coast,twi,131,0.4884,89.9,0,0
AGT040,CUST0366,+233322912853,986.59,2026-05-30 18:22:13,momo,missed,Takoradi,dagbani,431,0.6222,9.33,1,1
AGT049,CUST0228,+233920848579,283.7,2026-03-03 07:29:04,cash,pending,Takoradi,english,575,0.48,-760.49,0,0
AGT044,CUST0139,+233358061131,537.44,2026-03-19 18:31:15,momo,remitted,Kumasi,english,0,0.5366,-333.36,0,0
AGT019,CUST0436,+233800282366,849.82,2026-04-09 00:41:09,cash,remitted,Takoradi,twi,0,0.4062,-79.4,0,0
AGT042,CUST0399,+233704025251,1206.61,2026-07-05 08:19:43,cash,remitted,Kumasi,twi,0,0.5312,241.77,0,0
AGT041,CUST0211,+233812723624,1037.14,2026-06-06 11:10:06,cash,pending,Kumasi,dagbani,75,0.6667,159.04,0,0
AGT037,CUST0391,+233522733764,590.61,2026-03-28 02:43:07,cash,remitted,Tamale,english,0,0.4898,-577.16,0,0
AGT006,CUST0499,+233138950796,32.8,2026-05-31 07:30:34,momo,remitted,Accra,english,0,0.5135,-927.94,0,0
AGT026,CUST0028,+233841436758,1002.55,2026-04-03 23:57:00,cash,pending,Kumasi,twi,135,0.4182,-219.69,0,0
AGT034,CUST0051,+233570861625,585.54,2026-05-29 11:48:34,momo,remitted,Kumasi,dagbani,0,0.5581,-408.55,0,0
AGT045,CUST0491,+233327336497,1474.52,2026-05-12 21:29:23,cash,remitted,Tamale,dagbani,0,0.4444,412.54,0,0
AGT006,CUST0442,+233727240477,67.41,2026-04-18 10:43:30,bank_transfer,missed,Kumasi,english,318,0.5135,-893.33,1,0
AGT037,CUST0261,+233423390141,1177.96,2026-02-26 16:50:37,momo,remitted,Cape_Coast,english,0,0.4898,10.19,0,0
AGT033,CUST0261,+233392172644,1884.12,2026-05-25 21:29:03,momo,remitted,Accra,twi,0,0.4151,894.74,0,0
AGT022,CUST0350,+233112084335,365.33,2026-04-27 13:12:08,cash,remitted,Cape_Coast,english,0,0.5366,-586.68,0,0
AGT021,CUST0352,+233386815642,953.87,2026-08-06 18:34:21,cash,remitted,Takoradi,dagbani,0,0.5758,-195.57,0,0
AGT006,CUST0008,+233192078002,201.02,2026-05-14 22:38:12,cash,pending,Accra,twi,603,0.5135,-759.72,0,0
AGT006,CUST0320,+233880026061,1258.85,2026-04-29 17:46:41,bank_transfer,remitted,Takoradi,english,0,0.5135,298.11,0,0
AGT048,CUST0138,+233638401976,1110.05,2026-07-06 11:09:24,cash,remitted,Kumasi,english,0,0.4375,160.72,0,0
AGT004,CUST0038,+233619437693,826.58,2026-06-15 08:00:18,momo,remitted,Tamale,english,0,0.4412,-215.48,0,0
AGT030,CUST0111,+233473510639,1052.33,2026-08-03 09:09:27,momo,missed,Cape_Coast,dagbani,212,0.381,138.58,1,0
AGT011,CUST0480,+233752578170,1795.22,2026-06-18 23:42:05,cash,remitted,Takoradi,english,0,0.3171,931.59,0,0
AGT030,CUST0368,+233343496821,408.66,2026-05-22 06:21:35,momo,remitted,Kumasi,english,0,0.381,-505.09,0,0
AGT031,CUST0220,+233768946147,64.68,2026-07-25 04:04:38,momo,remitted,Cape_Coast,dagbani,0,0.6207,-825.35,0,0
AGT024,CUST0337,+233118246135,1726.1,2026-03-04 14:07:17,momo,remitted,Cape_Coast,english,0,0.5111,658.78,0,0
AGT009,CUST0223,+233153613589,1162.69,2026-04-21 10:19:31,cash,remitted,Takoradi,twi,0,0.4595,46.51,0,0
AGT003,CUST0136,+233715018708,1783.5,2026-07-01 10:53:55,cash,remitted,Kumasi,english,0,0.5122,825.15,0,0
AGT031,CUST0256,+233282411573,1201.95,2026-04-26 19:49:31,cash,remitted,Tamale,twi,0,0.6207,311.92,0,0
AGT040,CUST0360,+233489286548,1624.12,2026-07-28 06:53:03,momo,remitted,Takoradi,english,0,0.6222,646.86,0,0
AGT037,CUST0409,+233742533319,870.75,2026-04-04 17:50:11,momo,pending,Cape_Coast,english,88,0.4898,-297.02,0,0
AGT036,CUST0329,+233791550960,1504.72,2026-05-08 14:31:41,cash,remitted,Cape_Coast,twi,0,0.4872,481.94,0,0
AGT024,CUST0450,+233661307919,1827.82,2026-05-13 00:41:15,bank_transfer,remitted,Accra,english,0,0.5111,760.5,0,0
AGT031,CUST0463,+233436965178,1152.8,2026-04-27 11:14:01,cash,remitted,Kumasi,twi,0,0.6207,262.77,0,0
AGT006,CUST0434,+233806392054,377.95,2026-06-18 17:55:31,bank_transfer,pending,Accra,english,597,0.5135,-582.79,0,0
AGT002,CUST0451,+233291112990,552.22,2026-03-01 11:51:06,bank_transfer,pending,Tamale,twi,488,0.5238,-527.16,0,0
AGT020,CUST0049,+233116448425,413.32,2026-07-14 23:33:42,bank_transfer,remitted,Takoradi,dagbani,0,0.4412,-624.53,0,0
AGT028,CUST0292,+233999026121,508.78,2026-05-06 20:03:19,momo,missed,Cape_Coast,english,281,0.5116,-506.26,1,0
AGT011,CUST0382,+233188782879,626.7,2026-02-14 05:19:12,cash,remitted,Kumasi,english,0,0.3171,-236.93,0,0
AGT004,CUST0324,+233818639546,1119.16,2026-04-14 21:57:26,cash,remitted,Cape_Coast,dagbani,0,0.4412,77.1,0,0
AGT015,CUST0078,+233181688737,1184.22,2026-07-14 06:40:17,momo,remitted,Accra,twi,0,0.4872,356.28,0,0
AGT006,CUST0105,+233231562238,864.47,2026-07-01 22:23:57,cash,missed,Accra,english,669,0.5135,-96.27,1,0
AGT049,CUST0169,+233175575549,1238.53,2026-06-15 15:33:00,cash,remitted,Takoradi,twi,0,0.48,194.34,0,0
AGT030,CUST0217,+233459801352,181.52,2026-03-06 18:01:59,momo,pending,Kumasi,english,657,0.381,-732.23,0,0
AGT038,CUST0378,+233180946128,193.82,2026-07-02 17:59:46,cash,remitted,Kumasi,english,0,0.4571,-763.1,0,0
AGT002,CUST0119,+233968535946,360.22,2026-05-01 11:45:17,bank_transfer,remitted,Takoradi,dagbani,0,0.5238,-719.16,0,0
AGT015,CUST0190,+233651620063,1045.79,2026-03-30 13:14:14,momo,remitted,Accra,dagbani,0,0.4872,217.85,0,0
AGT011,CUST0255,+233282202377,443.71,2026-03-12 14:13:10,momo,pending,Accra,twi,354,0.3171,-419.92,0,0
AGT008,CUST0370,+233165825272,580.9,2026-07-04 09:43:31,momo,remitted,Accra,english,0,0.4884,-557.21,0,0
AGT026,CUST0266,+233579791888,812.62,2026-02-22 03:07:40,bank_transfer,remitted,Cape_Coast,english,0,0.4182,-409.62,0,0
AGT045,CUST0149,+233536170563,1627.49,2026-06-12 23:48:34,momo,remitted,Tamale,dagbani,0,0.4444,565.51,0,0
AGT044,CUST0164,+233955594543,47.45,2026-05-04 18:59:39,momo,missed,Accra,english,524,0.5366,-823.35,1,0
AGT005,CUST0140,+233299973299,1305.77,2026-06-08 09:37:07,cash,remitted,Tamale,english,0,0.4048,409.79,0,0
AGT006,CUST0347,+233667620718,1344.38,2026-06-24 09:54:12,bank_transfer,remitted,Tamale,english,0,0.5135,383.64,0,0
AGT026,CUST0488,+233658093946,1601.34,2026-02-22 04:42:22,momo,remitted,Kumasi,twi,0,0.4182,379.1,0,0
AGT004,CUST0258,+233138677396,1866.85,2026-04-10 04:13:07,cash,missed,Takoradi,english,706,0.4412,824.79,1,0
AGT019,CUST0374,+233358091876,59.87,2026-08-07 16:21:29,cash,missed,Cape_Coast,english,233,0.4062,-869.35,1,0
AGT020,CUST0269,+233540302693,324.49,2026-04-28 05:03:26,momo,pending,Tamale,dagbani,112,0.4412,-713.36,0,0
AGT033,CUST0181,+233231992304,1774.62,2026-06-22 10:22:57,cash,remitted,Cape_Coast,twi,0,0.4151,785.24,0,0
AGT020,CUST0160,+233159504448,927.87,2026-03-13 18:07:40,bank_transfer,remitted,Kumasi,english,0,0.4412,-109.98,0,0
AGT049,CUST0351,+233995456446,1137.89,2026-04-27 16:27:43,bank_transfer,missed,Accra,twi,702,0.48,93.7,1,0
AGT012,CUST0400,+233138184664,1332.79,2026-07-20 16:03:14,cash,remitted,Tamale,english,0,0.55,403.09,0,0
AGT047,CUST0288,+233839117618,1364.55,2026-05-02 07:58:08,momo,remitted,Takoradi,twi,0,0.5,392.48,0,0
AGT001,CUST0288,+233612306979,1864.85,2026-03-26 14:06:03,cash,remitted,Kumasi,twi,0,0.525,767.44,0,0
AGT026,CUST0380,+233885656296,1993.96,2026-06-04 05:50:24,momo,missed,Cape_Coast,english,51,0.4182,771.72,1,0
AGT014,CUST0226,+233953898110,1445.91,2026-05-14 13:26:50,cash,remitted,Accra,english,0,0.4595,544.13,0,0
AGT038,CUST0011,+233432887127,588.7,2026-07-13 10:21:14,momo,remitted,Cape_Coast,twi,0,0.4571,-368.22,0,0
AGT037,CUST0010,+233783007169,1761.91,2026-08-07 08:38:39,cash,pending,Takoradi,dagbani,261,0.4898,594.14,0,0
AGT011,CUST0271,+233947007847,117.46,2026-07-01 20:04:41,cash,remitted,Tamale,twi,0,0.3171,-746.17,0,0
AGT036,CUST0273,+233873934862,477.54,2026-07-20 23:21:45,cash,remitted,Takoradi,english,0,0.4872,-545.24,0,0
AGT013,CUST0424,+233521916070,1796.82,2026-06-17 13:04:20,cash,missed,Cape_Coast,english,359,0.4054,729.74,1,0
AGT043,CUST0402,+233329858501,527.26,2026-06-27 04:39:38,momo,missed,Cape_Coast,english,86,0.3448,-385.83,1,0
AGT003,CUST0183,+233834415872,456.89,2026-04-04 17:49:27,cash,pending,Takoradi,english,576,0.5122,-501.46,0,0
AGT033,CUST0457,+233624116974,293.49,2026-05-01 03:37:42,momo,remitted,Takoradi,twi,0,0.4151,-695.89,0,0
AGT006,CUST0153,+233935781014,1721.04,2026-04-13 03:30:45,bank_transfer,remitted,Takoradi,twi,0,0.5135,760.3,0,0
AGT050,CUST0488,+233637408889,1010.12,2026-02-21 00:50:59,momo,missed,Accra,english,523,0.5455,114.56,2,0
AGT010,CUST0315,+233531522300,1356.29,2026-08-10 07:32:36,bank_transfer,remitted,Cape_Coast,english,0,0.4,216.81,0,0
AGT005,CUST0334,+233579708797,493.35,2026-04-28 21:55:41,bank_transfer,pending,Kumasi,twi,564,0.4048,-402.63,0,0
AGT023,CUST0124,+233506321464,1520.92,2026-03-22 15:33:40,cash,missed,Accra,english,492,0.5349,624.11,1,0
AGT010,CUST0473,+233203386704,1524.81,2026-04-17 15:30:09,cash,remitted,Accra,dagbani,0,0.4,385.33,0,0
AGT044,CUST0114,+233232533665,638.94,2026-06-14 19:11:38,momo,pending,Accra,twi,615,0.5366,-231.86,0,0
AGT002,CUST0278,+233345117690,833.15,2026-06-06 20:53:40,bank_transfer,pending,Kumasi,dagbani,74,0.5238,-246.23,0,0
AGT013,CUST0500,+233322888616,435.19,2026-06-25 04:14:52,bank_transfer,remitted,Takoradi,dagbani,0,0.4054,-631.89,0,0
AGT040,CUST0414,+233938552028,1953.59,2026-06-17 06:29:44,cash,remitted,Cape_Coast,dagbani,0,0.6222,976.33,0,0
AGT002,CUST0468,+233710617416,1298.29,2026-05-22 00:39:29,cash,remitted,Tamale,english,0,0.5238,218.91,0,0
AGT020,CUST0213,+233509490572,1870.4,2026-05-03 12:39:15,cash,remitted,Tamale,dagbani,0,0.4412,832.55,0,0
AGT001,CUST0172,+233467694085,620.7,2026-07-17 06:16:47,momo,remitted,Cape_Coast,english,0,0.525,-476.71,0,0
AGT037,CUST0288,+233809297491,1568.14,2026-07-07 22:48:18,momo,remitted,Kumasi,english,0,0.4898,400.37,0,0
AGT009,CUST0435,+233775711220,1536.4,2026-07-09 21:23:05,cash,pending,Tamale,twi,135,0.4595,420.22,0,0
AGT017,CUST0174,+233557573890,1389.48,2026-04-15 17:16:48,cash,missed,Accra,english,324,0.5,385.89,1,0
AGT009,CUST0113,+233610561616,1931.97,2026-07-03 06:21:40,momo,remitted,Tamale,english,0,0.4595,815.79,0,0
AGT011,CUST0376,+233964017982,799.24,2026-07-20 20:49:23,momo,remitted,Cape_Coast,english,0,0.3171,-64.39,0,0
AGT015,CUST0405,+233163218224,278.82,2026-06-29 15:14:12,cash,remitted,Accra,english,0,0.4872,-549.12,0,0
AGT024,CUST0483,+233834676847,1349.98,2026-06-07 20:34:03,bank_transfer,missed,Tamale,twi,113,0.5111,282.66,2,0
AGT038,CUST0122,+233366600622,1464.03,2026-05-31 17:48:14,momo,remitted,Cape_Coast,english,0,0.4571,507.11,0,0
AGT035,CUST0032,+233895961452,1158.62,2026-07-05 00:10:52,momo,remitted,Kumasi,twi,0,0.6122,142.63,0,0
AGT030,CUST0222,+233946497974,429.5,2026-04-07 14:59:21,momo,missed,Cape_Coast,dagbani,252,0.381,-484.25,1,0
AGT031,CUST0119,+233311783871,1018.82,2026-05-17 13:49:04,cash,remitted,Kumasi,twi,0,0.6207,128.79,0,0
AGT049,CUST0039,+233366219344,638.14,2026-07-14 12:57:47,cash,missed,Accra,twi,173,0.48,-406.05,1,0
AGT005,CUST0497,+233660569282,866.38,2026-03-21 03:12:34,momo,missed,Cape_Coast,dagbani,161,0.4048,-29.6,1,0
AGT044,CUST0268,+233800231438,1297.53,2026-04-12 23:27:23,cash,missed,Takoradi,english,158,0.5366,426.73,1,0
AGT050,CUST0233,+233128658787,1495.53,2026-04-19 21:00:56,momo,remitted,Takoradi,twi,0,0.5455,599.97,0,0
AGT014,CUST0431,+233255502111,479.8,2026-05-22 00:04:55,momo,remitted,Takoradi,dagbani,0,0.4595,-421.98,0,0
AGT011,CUST0018,+233689429599,822.54,2026-03-05 03:15:10,momo,missed,Takoradi,dagbani,480,0.3171,-41.09,1,0
AGT009,CUST0149,+233772472515,552.94,2026-06-23 12:45:21,cash,remitted,Takoradi,twi,0,0.4595,-563.24,0,0
AGT034,CUST0397,+233677050513,413.29,2026-06-21 20:26:56,cash,remitted,Kumasi,english,0,0.5581,-580.8,0,0
AGT012,CUST0149,+233168985200,1571.11,2026-04-11 18:55:26,momo,remitted,Cape_Coast,dagbani,0,0.55,641.41,0,0
AGT035,CUST0126,+233208204882,1820.32,2026-06-25 01:12:29,cash,remitted,Accra,english,0,0.6122,804.33,0,0
AGT035,CUST0392,+233238174506,753.06,2026-03-24 12:01:07,momo,remitted,Takoradi,english,0,0.6122,-262.93,0,0
AGT001,CUST0302,+233482240627,1507.53,2026-08-04 20:59:25,momo,remitted,Takoradi,english,0,0.525,410.12,0,0
AGT040,CUST0360,+233634220194,1796.05,2026-06-09 23:12:35,cash,remitted,Accra,twi,0,0.6222,818.79,0,0
AGT022,CUST0238,+233149039847,1695.33,2026-05-10 06:56:30,momo,remitted,Accra,dagbani,0,0.5366,743.32,0,0
AGT029,CUST0135,+233304214349,381.97,2026-03-13 14:56:55,cash,remitted,Takoradi,dagbani,0,0.38,-571.27,0,0
AGT008,CUST0151,+233974883897,1913.46,2026-06-02 02:51:33,cash,remitted,Kumasi,twi,0,0.4884,775.35,0,0
AGT011,CUST0236,+233597837856,765.82,2026-05-28 00:06:45,bank_transfer,remitted,Accra,english,0,0.3171,-97.81,0,0
AGT041,CUST0224,+233500626337,691.7,2026-05-19 07:23:35,bank_transfer,remitted,Cape_Coast,twi,0,0.6667,-186.4,0,0
AGT037,CUST0203,+233905999292,143.61,2026-06-22 17:45:46,momo,remitted,Cape_Coast,twi,0,0.4898,-1024.16,0,0
AGT014,CUST0256,+233518820854,982.62,2026-05-08 07:10:35,bank_transfer,remitted,Kumasi,twi,0,0.4595,80.84,0,0
AGT030,CUST0086,+233353319895,235.85,2026-03-20 02:30:46,momo,remitted,Tamale,dagbani,0,0.381,-677.9,0,0
AGT035,CUST0150,+233979914298,512.11,2026-02-27 04:57:18,cash,remitted,Kumasi,dagbani,0,0.6122,-503.88,0,0
AGT021,CUST0235,+233104672412,647.55,2026-06-23 09:45:26,cash,remitted,Takoradi,twi,0,0.5758,-501.89,0,0
AGT037,CUST0345,+233388313170,1621.48,2026-07-11 07:16:53,bank_transfer,remitted,Tamale,english,0,0.4898,453.71,0,0
AGT005,CUST0022,+233985592965,1753.47,2026-08-09 02:31:06,cash,pending,Takoradi,twi,624,0.4048,857.49,0,0
AGT019,CUST0348,+233299416696,618.88,2026-03-09 04:55:33,momo,remitted,Cape_Coast,dagbani,0,0.4062,-310.34,0,0
AGT014,CUST0285,+233247276768,1720.22,2026-03-23 07:51:40,momo,missed,Accra,english,517,0.4595,818.44,1,0
AGT026,CUST0269,+233274953639,1717.32,2026-05-28 14:39:37,momo,remitted,Takoradi,dagbani,0,0.4182,495.08,0,0
AGT004,CUST0466,+233321915474,1534.01,2026-02-14 02:25:09,cash,missed,Cape_Coast,english,550,0.4412,491.95,1,0
AGT025,CUST0258,+233871358708,310.46,2026-07-14 06:05:59,cash,remitted,Kumasi,twi,0,0.4375,-655.34,0,0
AGT045,CUST0029,+233120596928,1386.84,2026-05-21 01:57:14,cash,remitted,Takoradi,twi,0,0.4444,324.86,0,0
AGT042,CUST0213,+233352691908,1891.15,2026-05-07 21:54:12,momo,remitted,Cape_Coast,twi,0,0.5312,926.31,0,0
AGT025,CUST0463,+233583787141,1371.43,2026-03-27 07:54:59,momo,remitted,Accra,dagbani,0,0.4375,405.63,0,0
AGT018,CUST0436,+233608920807,676.6,2026-02-13 09:39:34,momo,remitted,Takoradi,english,0,0.4722,-293.68,0,0
AGT040,CUST0283,+233869896972,1011.15,2026-06-29 13:49:48,momo,remitted,Cape_Coast,english,0,0.6222,33.89,0,0
AGT008,CUST0050,+233314763327,1298.54,2026-04-09 13:01:30,cash,remitted,Takoradi,twi,0,0.4884,160.43,0,0
AGT039,CUST0095,+233326375138,1030.93,2026-07-08 06:32:20,bank_transfer,remitted,Accra,english,0,0.5349,124.52,0,0
AGT040,CUST0463,+233969589650,257.51,2026-04-03 08:39:40,momo,pending,Takoradi,twi,356,0.6222,-719.75,0,1
AGT014,CUST0499,+233729443275,637.89,2026-04-15 03:22:31,cash,remitted,Takoradi,english,0,0.4595,-263.89,0,0
AGT032,CUST0407,+233665711738,1608.74,2026-06-09 13:50:29,cash,missed,Cape_Coast,english,385,0.5319,581.07,1,0
AGT038,CUST0088,+233655515434,1725.61,2026-07-22 08:38:33,momo,remitted,Tamale,twi,0,0.4571,768.69,0,0
AGT033,CUST0044,+233595191497,291.85,2026-06-08 20:40:43,bank_transfer,remitted,Takoradi,twi,0,0.4151,-697.53,0,0
AGT023,CUST0461,+233352501080,1905.73,2026-06-10 18:59:53,cash,remitted,Tamale,english,0,0.5349,1008.92,0,0
AGT015,CUST0278,+233775483283,671.07,2026-06-01 07:41:56,momo,remitted,Kumasi,english,0,0.4872,-156.87,0,0
AGT033,CUST0171,+233860863838,1331.38,2026-02-22 09:54:56,cash,remitted,Takoradi,english,0,0.4151,342.0,0,0
AGT025,CUST0421,+233356786883,1508.61,2026-05-10 04:54:42,cash,remitted,Tamale,twi,0,0.4375,542.81,0,0
AGT017,CUST0189,+233636996267,1627.65,2026-04-21 20:43:34,momo,remitted,Kumasi,english,0,0.5,624.06,0,0
AGT033,CUST0353,+233271994262,1892.58,2026-07-30 23:08:02,momo,missed,Cape_Coast,twi,197,0.4151,903.2,1,0
AGT047,CUST0184,+233385828609,639.58,2026-07-10 01:02:55,momo,remitted,Takoradi,twi,0,0.5,-332.49,0,0
AGT002,CUST0003,+233621469303,1719.84,2026-03-05 09:15:54,cash,missed,Cape_Coast,twi,625,0.5238,640.46,1,0
AGT014,CUST0191,+233385232149,280.74,2026-06-04 01:09:47,cash,missed,Kumasi,english,236,0.4595,-621.04,2,0
AGT040,CUST0118,+233841753714,1415.98,2026-03-31 15:23:20,cash,missed,Cape_Coast,twi,366,0.6222,438.72,1,1
AGT040,CUST0019,+233106508856,1489.12,2026-07-19 04:52:17,cash,remitted,Cape_Coast,dagbani,0,0.6222,511.86,0,0
AGT039,CUST0023,+233300495076,1361.89,2026-06-29 12:05:56,cash,remitted,Accra,english,0,0.5349,455.48,0,0
AGT006,CUST0413,+233404476999,519.58,2026-03-19 15:43:24,cash,remitted,Kumasi,english,0,0.5135,-441.16,0,0
AGT006,CUST0030,+233102009606,1748.63,2026-02-26 00:01:20,cash,remitted,Cape_Coast,twi,0,0.5135,787.89,0,0
AGT003,CUST0295,+233369995213,354.34,2026-04-29 08:07:10,cash,remitted,Tamale,english,0,0.5122,-604.01,0,0
AGT007,CUST0108,+233636330167,126.2,2026-08-01 07:00:10,momo,remitted,Kumasi,twi,0,0.625,-931.66,0,0
AGT008,CUST0367,+233895844982,1440.58,2026-07-05 10:57:18,cash,remitted,Accra,dagbani,0,0.4884,302.47,0,0
AGT042,CUST0281,+233408146626,961.44,2026-06-09 16:45:05,cash,remitted,Takoradi,twi,0,0.5312,-3.4,0,0
AGT015,CUST0128,+233532418417,1701.21,2026-03-21 04:23:34,momo,pending,Cape_Coast,twi,84,0.4872,873.27,0,0
AGT047,CUST0229,+233455753743,779.13,2026-07-23 07:54:23,cash,remitted,Tamale,twi,0,0.5,-192.94,0,0
AGT029,CUST0111,+233770388818,353.19,2026-07-06 17:27:36,momo,remitted,Accra,english,0,0.38,-600.05,0,0
AGT033,CUST0136,+233649727410,1676.16,2026-08-09 20:39:29,cash,pending,Kumasi,english,84,0.4151,686.78,0,0
AGT030,CUST0362,+233152212945,1106.84,2026-07-12 20:41:29,cash,remitted,Cape_Coast,dagbani,0,0.381,193.09,0,0
AGT039,CUST0186,+233847409871,394.61,2026-02-24 02:12:53,cash,remitted,Accra,dagbani,0,0.5349,-511.8,0,0
AGT027,CUST0144,+233799285319,1446.36,2026-06-10 14:16:57,cash,pending,Accra,dagbani,701,0.5161,695.89,0,0
AGT036,CUST0072,+233322633083,1032.01,2026-05-28 06:33:41,momo,remitted,Tamale,dagbani,0,0.4872,9.23,0,0
AGT029,CUST0129,+233902791392,1216.54,2026-05-02 09:09:07,bank_transfer,remitted,Takoradi,english,0,0.38,263.3,0,0
AGT038,CUST0364,+233309846384,932.58,2026-05-24 13:53:56,cash,remitted,Takoradi,english,0,0.4571,-24.34,0,0
AGT033,CUST0261,+233185021707,1660.84,2026-06-07 15:23:41,cash,remitted,Takoradi,english,0,0.4151,671.46,0,0
AGT037,CUST0003,+233261631357,1662.53,2026-05-07 08:08:32,momo,remitted,Kumasi,english,0,0.4898,494.76,0,0
AGT027,CUST0449,+233704225076,1424.59,2026-06-23 01:10:30,cash,remitted,Accra,dagbani,0,0.5161,674.12,0,0
AGT033,CUST0388,+233343853642,228.69,2026-03-04 18:48:45,momo,remitted,Kumasi,dagbani,0,0.4151,-760.69,0,0
AGT004,CUST0104,+233922175620,1680.93,2026-05-09 06:42:25,cash,remitted,Accra,dagbani,0,0.4412,638.87,0,0
AGT022,CUST0483,+233542203418,1348.61,2026-03-22 22:38:16,bank_transfer,pending,Tamale,twi,547,0.5366,396.6,0,0
AGT002,CUST0224,+233794304907,1400.11,2026-04-23 16:03:33,cash,remitted,Tamale,english,0,0.5238,320.73,0,0
AGT010,CUST0320,+233620947088,738.71,2026-02-21 05:14:45,cash,pending,Kumasi,english,239,0.4,-400.77,0,0
AGT005,CUST0362,+233894545029,1760.97,2026-03-19 03:27:53,bank_transfer,remitted,Kumasi,english,0,0.4048,864.99,0,0
AGT010,CUST0354,+233460991840,1456.24,2026-06-23 04:24:31,momo,pending,Tamale,twi,612,0.4,316.76,0,0
AGT033,CUST0491,+233875414276,242.93,2026-05-28 04:36:15,momo,remitted,Cape_Coast,twi,0,0.4151,-746.45,0,0
AGT038,CUST0473,+233649689243,827.4,2026-04-12 23:13:25,momo,remitted,Takoradi,dagbani,0,0.4571,-129.52,0,0
AGT013,CUST0010,+233763690061,1775.03,2026-06-09 09:37:11,momo,remitted,Takoradi,dagbani,0,0.4054,707.95,0,0
AGT031,CUST0405,+233553139524,113.45,2026-07-11 16:08:18,cash,pending,Tamale,english,647,0.6207,-776.58,0,1
AGT047,CUST0384,+233393574773,1923.6,2026-02-12 23:30:01,momo,remitted,Takoradi,english,0,0.5,951.53,0,0
AGT036,CUST0302,+233244997434,1364.74,2026-03-01 03:58:02,cash,remitted,Cape_Coast,twi,0,0.4872,341.96,0,0
AGT045,CUST0231,+233554642720,1270.12,2026-06-22 21:04:56,momo,remitted,Cape_Coast,english,0,0.4444,208.14,0,0
AGT024,CUST0219,+233253580861,555.71,2026-04-12 23:01:54,bank_transfer,pending,Accra,dagbani,601,0.5111,-511.61,0,0
AGT015,CUST0411,+233460431665,512.61,2026-02-23 23:19:44,cash,remitted,Kumasi,twi,0,0.4872,-315.33,0,0
AGT029,CUST0066,+233884977775,1885.28,2026-07-03 04:51:33,cash,remitted,Takoradi,english,0,0.38,932.04,0,0
AGT008,CUST0425,+233458469096,610.58,2026-05-21 08:53:04,cash,remitted,Cape_Coast,twi,0,0.4884,-527.53,0,0
AGT005,CUST0112,+233896475410,1555.5,2026-07-24 10:33:04,cash,remitted,Kumasi,twi,0,0.4048,659.52,0,0
AGT029,CUST0013,+233862532565,798.38,2026-08-02 05:05:18,bank_transfer,missed,Kumasi,dagbani,717,0.38,-154.86,2,0
AGT047,CUST0393,+233454146500,295.72,2026-02-17 04:59:30,cash,pending,Accra,english,446,0.5,-676.35,0,0
AGT004,CUST0500,+233409714810,41.22,2026-04-01 09:24:14,cash,remitted,Kumasi,dagbani,0,0.4412,-1000.84,0,0
AGT012,CUST0420,+233343033537,1097.63,2026-07-07 11:23:57,momo,remitted,Kumasi,twi,0,0.55,167.93,0,0
AGT045,CUST0086,+233982192349,1952.04,2026-05-12 13:52:41,bank_transfer,pending,Tamale,twi,446,0.4444,890.06,0,0
AGT002,CUST0234,+233632236846,750.89,2026-06-19 12:48:10,momo,remitted,Accra,english,0,0.5238,-328.49,0,0
AGT027,CUST0090,+233664534950,727.24,2026-05-23 01:40:01,momo,missed,Accra,twi,394,0.5161,-23.23,1,0
AGT031,CUST0314,+233935150275,701.3,2026-05-26 08:45:13,momo,remitted,Takoradi,twi,0,0.6207,-188.73,0,0
AGT036,CUST0054,+233708744588,1050.68,2026-04-04 14:50:48,bank_transfer,remitted,Kumasi,twi,0,0.4872,27.9,0,0
AGT036,CUST0012,+233249730387,892.52,2026-04-18 13:45:16,momo,remitted,Takoradi,dagbani,0,0.4872,-130.26,0,0
AGT026,CUST0209,+233836497333,1762.23,2026-07-10 04:50:42,momo,remitted,Cape_Coast,twi,0,0.4182,539.99,0,0
AGT043,CUST0462,+233668147534,1020.93,2026-03-17 17:33:29,cash,missed,Kumasi,dagbani,229,0.3448,107.84,1,0
AGT027,CUST0014,+233599036374,1025.36,2026-04-28 05:15:08,cash,remitted,Cape_Coast,english,0,0.5161,274.89,0,0
AGT005,CUST0121,+233954664717,293.98,2026-06-25 01:58:31,momo,pending,Tamale,dagbani,309,0.4048,-602.0,0,0
